link,title,update,views,city,make,model,year,ban_type,colour,engine,ride,transmission,gear,is_new,price
https://turbo.az/autos/7734156-kia-sportage,"Kia Sportage, ",Yeniləndi: 23.09.2023,Baxışların sayı: 2026,Bakı,Kia,Sportage,2012,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,127 000 km,Avtomat,Ön,Avtomat,27 500 AZN
https://turbo.az/autos/7466339-lada-vaz-niva,"LADA (VAZ) Niva, ",Yeniləndi: 14.09.2023,Baxışların sayı: 24958,Bakı,LADA (VAZ),Niva,2023,Offroader / SUV,Qara,1.7 L/83 a.g./Benzin,0 km,Mexaniki,Tam,Mexaniki,22 600 AZN
https://turbo.az/autos/7766567-bmw-x6,"BMW X6, ",Yeniləndi: 25.09.2023,Baxışların sayı: 539,Bakı,BMW,X6,2008,Offroader / SUV,Qara,4.4 L/407 a.g./Benzin,274 221 km,Avtomat,Arxa,Avtomat,14 200 USD
https://turbo.az/autos/7756411-renault-megane,"Renault Megane, ",Yeniləndi: 25.09.2023,Baxışların sayı: 669,Bakı,Renault,Megane,2006,Universal,Mavi,1.5 L/105 a.g./Dizel,300 000 km,Mexaniki,Ön,Mexaniki,10 000 AZN
https://turbo.az/autos/7766218-toyota-aurion,"Toyota Aurion, ",Yeniləndi: 25.09.2023,Baxışların sayı: 220,Bakı,Toyota,Aurion,2007,Sedan,Qara,3.5 L/272 a.g./Benzin,192 000 km,Avtomat,Ön,Avtomat,21 850 AZN
https://turbo.az/autos/7766226-kia-optima,"Kia Optima, ",Yeniləndi: 25.09.2023,Baxışların sayı: 430,Bakı,Kia,Optima,2012,Sedan,Bej,2.0 L/274 a.g./Benzin,128 000 km,Avtomat,Ön,Avtomat,23 000 AZN
https://turbo.az/autos/7744633-hyundai-azera,"Hyundai Azera, ",Yeniləndi: 25.09.2023,Baxışların sayı: 669,Bakı,Hyundai,Azera,2013,Sedan,Ağ,2.4 L/180 a.g./Benzin,102 200 km,Avtomat,Ön,Avtomat,28 900 AZN
https://turbo.az/autos/7751747-hyundai-sonata,"Hyundai Sonata, ",Yeniləndi: 25.09.2023,Baxışların sayı: 2465,Bakı,Hyundai,Sonata,2010,Sedan,Ağ,2.4 L/174 a.g./Benzin,181 400 km,Avtomat,Ön,Avtomat,19 500 AZN
https://turbo.az/autos/7766227-mercedes-c-250,"Mercedes C 250, ",Yeniləndi: 25.09.2023,Baxışların sayı: 1630,Bakı,Mercedes,C 250,1994,Sedan,Ağ,2.5 L/126 a.g./Dizel,250 000 km,Avtomat,Ön,Avtomat,6 800 AZN
https://turbo.az/autos/7766219-mercedes-c-200,"Mercedes C 200, ",Yeniləndi: 25.09.2023,Baxışların sayı: 1211,Sumqayıt,Mercedes,C 200,2001,Sedan,Ağ,2.0 L/163 a.g./Benzin,332 000 km,Mexaniki,Arxa,Mexaniki,8 900 AZN
https://turbo.az/autos/7754165-volkswagen-passat-cc,"Volkswagen Passat CC, ",Yeniləndi: 25.09.2023,Baxışların sayı: 1949,Bakı,Volkswagen,Passat CC,2008,Sedan,Ağ,2.0 L/200 a.g./Benzin,215 000 km,Avtomat,Ön,Avtomat,12 600 AZN
https://turbo.az/autos/7766229-bmw-530e,"BMW 530e, ",Yeniləndi: 25.09.2023,Baxışların sayı: 370,Bakı,BMW,530e,2021,Sedan,Boz,2.0 L/292 a.g./Plug-in Hibrid,26 000 km,Avtomat,Arxa,Avtomat,59 500 USD
