title,city,brand,fields,values,price,update,views
"Land Rover RR Sport, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,31 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",91 000 USD,Yeniləndi: 22.09.2023,Baxışların sayı: 17320
"Land Rover Range Rover, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Göy,3.0 L/248 a.g./Dizel,80 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",68 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 1031
"Hyundai Sonata, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,2.0 L/165 a.g./Benzin,181 177 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",30 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 73
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Çəhrayı,1.2 L/80 a.g./Benzin,39 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 5644
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Tünd qırmızı,1.2 L/80 a.g./Benzin,35 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 12457
"Mercedes S 450, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,3.0 L/367 a.g./Benzin,37 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",79 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 3291
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Tünd qırmızı,1.2 L/80 a.g./Benzin,39 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 12305
"Toyota Land Cruiser, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.5 L/415 a.g./Benzin,21 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",106 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 2864
"Toyota Land Cruiser, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,117 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",42 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 1772
"LADA (VAZ) Niva, ",Gəncə,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Gəncə,Offroader / SUV,Yaş Asfalt,1.7 L/80 a.g./Benzin,34 000 km,Mexaniki,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",15 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 4562
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Tünd qırmızı,1.2 L/80 a.g./Benzin,42 500 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1488
"BMW 523, ",Sumqayıt,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Sumqayıt,Sedan,Qara,2.5 L/170 a.g./Benzin,438 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",6 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2675
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Ağ,1.2 L/80 a.g./Benzin,62 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 12259
"BMW X6, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.0 L/340 a.g./Benzin,15 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",88 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 7158
"BMW 740, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,3.0 L/381 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",163 000 EUR,Yeniləndi: 08.09.2023,Baxışların sayı: 6758
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Qara,1.2 L/80 a.g./Benzin,32 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 4090
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Gümüşü,1.2 L/80 a.g./Benzin,26 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",13 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 15614
"BMW 323, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Göy,2.5 L/170 a.g./Benzin,280 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",10 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 11264
"Hyundai Santa Fe, ",Gəncə,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Gəncə,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,250 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",24 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 851
"LADA (VAZ) 2106, ",Tovuz,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Tovuz,Sedan,Mavi,1.5 L/65 a.g./Benzin,38 900 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənib",5 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 189
"Kia Sorento, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Yaş Asfalt,2.0 L/265 a.g./Benzin,65 400 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",34 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1903
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Qara,1.4 L/141 a.g./Benzin,123 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",16 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2791
"BMW X7, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Göy,3.0 L/340 a.g./Benzin,57 600 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",103 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 732
"BMW 528, ",Sumqayıt,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Sedan,Qara,2.0 L/245 a.g./Benzin,135 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",23 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 546
"GAZ 3110, ",Sabirabad,GAZ,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Sabirabad,Sedan,Ağ,2.4 L/131 a.g./Benzin,268 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",2 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 122
"BMW X1, ",Sumqayıt,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Offroader / SUV,Göy,2.0 L/204 a.g./Dizel,304 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",25 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 12668
"BMW 328, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Ağ,2.0 L/245 a.g./Benzin,194 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",32 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1724
"Chevrolet Aveo, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.4 L/100 a.g./Benzin,191 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 135
"Hyundai Grand Santa Fe, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.3 L/249 a.g./Benzin,110 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",23 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 86
"Land Rover RR Evoque, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Qara,2.0 L/240 a.g./Benzin,85 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",32 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 62
"Kia Sorento, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,91 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",42 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1332
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Qara,1.4 L/90 a.g./Benzin,260 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 850 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 65
"Hyundai Genesis, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,3.8 L/290 a.g./Benzin,273 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Rəsmi diler",19 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 801
"Hyundai ix35, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,141 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",27 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 833
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Tünd qırmızı,1.2 L/80 a.g./Benzin,39 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 11375
"Mercedes C 180, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Gümüşü,1.8 L/129 a.g./Benzin,440 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",8 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 132
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Gümüşü,1.2 L/80 a.g./Benzin,33 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 3521
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Tünd qırmızı,1.2 L/80 a.g./Benzin,56 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",12 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 3452
"Porsche Cayenne Turbo, ",Bakı,Porsche,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,4.8 L/550 a.g./Benzin,67 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",35 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 66
"Nissan Micra, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Narıncı,1.2 L/80 a.g./Benzin,45 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Yaponiya",13 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 7168
"Chevrolet Malibu, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.5 L/160 a.g./Benzin,225 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",17 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1863
"Toyota Camry, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,2.5 L/181 a.g./Benzin,124 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",24 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 519
"Toyota Camry, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,2.5 L/181 a.g./Benzin,52 500 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",42 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 616
"Kia Sorento, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,269 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",27 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 318
"Mercedes C 200, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Boz,2.0 L/136 a.g./Benzin,285 000 km,Avtomat,Arxa,Xeyr,4 və daha çox,Vuruğu yoxdur, rənglənməyib,Digər",12 000 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 3017
"Opel Astra, ",Gəncə,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Gəncə,Hetçbek,Göy,1.4 L/90 a.g./Benzin,250 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 94
"Mercedes E 280, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,2.8 L/204 a.g./Hibrid,273 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1180
"Volkswagen Touareg, ",Bakı,Volkswagen,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Ağ,3.6 L/280 a.g./Benzin,238 943 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",20 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1403
"Honda Accord, ",Sumqayıt,Honda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Sedan,Ağ,2.4 L/200 a.g./Benzin,239 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",20 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1719
"Volkswagen Passat, ",Bakı,Volkswagen,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,2.0 L/200 a.g./Benzin,271 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",10 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 3369
"Hyundai Terracan, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Göy,2.9 L/163 a.g./Dizel,359 000 km,Mexaniki,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",12 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 3853
"Kia Rio, ",Sumqayıt,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Sedan,Ağ,1.4 L/107 a.g./Benzin,150 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",20 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1899
"BMW 535, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,3.5 L/245 a.g./Benzin,250 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",6 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 311
"Mitsubishi Outlander, ",Sumqayıt,Mitsubishi,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Sumqayıt,Offroader / SUV,Gümüşü,2.4 L/178 a.g./Benzin,235 698 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",11 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 4882
"Chevrolet Malibu, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Yaş Asfalt,1.5 L/160 a.g./Benzin,96 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",22 542 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 114
"VGV U70 Pro, ",Bakı,VGV,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,1.5 L/156 a.g./Benzin,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Avropa",38 000 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 13916
"Toyota RAV4, ",Sumqayıt,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Offroader / SUV,Yaş Asfalt,2.5 L/182 a.g./Benzin,197 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",17 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 4382
